source_file,metric_group,group_value,metric_name,metric_value
gemma_least_to_most_structured_lemmatized_results,window_size,3.0,accuracy,0.4305364511691884
gemma_least_to_most_structured_lemmatized_results,window_size,3.0,macro_precision,0.4165334149506248
gemma_least_to_most_structured_lemmatized_results,window_size,3.0,macro_recall,0.3033747607507778
gemma_least_to_most_structured_lemmatized_results,window_size,3.0,macro_f1,0.3441295805901934
gemma_least_to_most_structured_lemmatized_results,window_size,5.0,accuracy,0.4175824175824176
gemma_least_to_most_structured_lemmatized_results,window_size,5.0,macro_precision,0.4091835475533299
gemma_least_to_most_structured_lemmatized_results,window_size,5.0,macro_recall,0.2889372183469693
gemma_least_to_most_structured_lemmatized_results,window_size,5.0,macro_f1,0.3296176329726463
gemma_least_to_most_structured_lemmatized_results,window_size,7.0,accuracy,0.4567669172932331
gemma_least_to_most_structured_lemmatized_results,window_size,7.0,macro_precision,0.4159628750147642
gemma_least_to_most_structured_lemmatized_results,window_size,7.0,macro_recall,0.3304487068779413
gemma_least_to_most_structured_lemmatized_results,window_size,7.0,macro_f1,0.3553664597429202
gemma_least_to_most_structured_lemmatized_results,window_size,9.0,accuracy,0.4502369668246445
gemma_least_to_most_structured_lemmatized_results,window_size,9.0,macro_precision,0.3789037295134856
gemma_least_to_most_structured_lemmatized_results,window_size,9.0,macro_recall,0.3187295160979371
gemma_least_to_most_structured_lemmatized_results,window_size,9.0,macro_f1,0.3319629027890067
gemma_least_to_most_structured_lemmatized_results,window_size,11.0,accuracy,0.4362017804154303
gemma_least_to_most_structured_lemmatized_results,window_size,11.0,macro_precision,0.3683878163872693
gemma_least_to_most_structured_lemmatized_results,window_size,11.0,macro_recall,0.2957995700489778
gemma_least_to_most_structured_lemmatized_results,window_size,11.0,macro_f1,0.3149890092285113
gemma_least_to_most_lemmatized_results,window_size,1.0,accuracy,0.5677966101694916
gemma_least_to_most_lemmatized_results,window_size,1.0,macro_precision,0.3802026030824927
gemma_least_to_most_lemmatized_results,window_size,1.0,macro_recall,0.3661748807207589
gemma_least_to_most_lemmatized_results,window_size,1.0,macro_f1,0.3714496333388701
gemma_least_to_most_lemmatized_results,window_size,3.0,accuracy,0.517193947730399
gemma_least_to_most_lemmatized_results,window_size,3.0,macro_precision,0.3620259342429088
gemma_least_to_most_lemmatized_results,window_size,3.0,macro_recall,0.3512386263548603
gemma_least_to_most_lemmatized_results,window_size,3.0,macro_f1,0.3526292361877272
gemma_least_to_most_lemmatized_results,window_size,5.0,accuracy,0.5070643642072213
gemma_least_to_most_lemmatized_results,window_size,5.0,macro_precision,0.3503502044695508
gemma_least_to_most_lemmatized_results,window_size,5.0,macro_recall,0.3428619737786749
gemma_least_to_most_lemmatized_results,window_size,5.0,macro_f1,0.3421348857418273
gemma_least_to_most_lemmatized_results,window_size,7.0,accuracy,0.4887218045112781
gemma_least_to_most_lemmatized_results,window_size,7.0,macro_precision,0.3321769469081842
gemma_least_to_most_lemmatized_results,window_size,7.0,macro_recall,0.3263593173070311
gemma_least_to_most_lemmatized_results,window_size,7.0,macro_f1,0.3223024193104039
gemma_least_to_most_lemmatized_results,window_size,9.0,accuracy,0.4928909952606635
gemma_least_to_most_lemmatized_results,window_size,9.0,macro_precision,0.3302797927797927
